,city,value,table,subject,gender
3395,河    北,779588.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3396,山    西,512740.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3397,内 蒙 古,405766.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3398,辽    宁,1050861.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3399,吉    林,461826.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3400,黑 龙 江,683597.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3401,上    海,684162.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3402,江    苏,1694765.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3403,浙    江,1383317.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3404,安    徽,708994.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3405,福    建,614485.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3406,江    西,494945.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3407,山    东,1538149.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3408,河    南,963776.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3409,湖    北,1039799.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3410,湖    南,788058.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3411,广    东,2740843.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3412,广    西,489800.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3413,海    南,139742.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3414,重    庆,694728.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3415,四    川,1306020.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3416,贵    州,352960.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3417,云    南,449028.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3418,西    藏,36467.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3419,陕    西,544745.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3420,甘    肃,309487.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3421,青    海,104650.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3422,宁    夏,112902.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3423,新    疆,451462.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,男
3424,全    国,22324717.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3425,北    京,607383.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3426,天    津,364378.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3427,河    北,802981.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3428,山    西,503855.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3429,内 蒙 古,404654.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3430,辽    宁,1084541.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3431,吉    林,482464.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3432,黑 龙 江,688907.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3433,上    海,650479.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3434,江    苏,1737718.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3435,浙    江,1301179.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3436,安    徽,745981.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3437,福    建,608754.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3438,江    西,492540.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3439,山    东,1549345.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3440,河    南,992683.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3441,湖    北,1032565.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3442,湖    南,795727.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3443,广    东,2468250.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3444,广    西,489637.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3445,海    南,125046.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3446,重    庆,731586.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3447,四    川,1364706.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3448,贵    州,356624.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3449,云    南,436092.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3450,西    藏,27429.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3451,陕    西,537904.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3452,甘    肃,302650.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3453,青    海,99930.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3454,宁    夏,115200.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3455,新    疆,423529.0,1-5a  各地区分年龄、性别的人口(城市),50-54岁,女
3456,全    国,37888257.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3457,北    京,1260665.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3458,天    津,813885.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3459,河    北,1396929.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3460,山    西,876990.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3461,内 蒙 古,706278.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3462,辽    宁,2266350.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3463,吉    林,881576.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3464,黑 龙 江,1326929.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3465,上    海,1347156.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3466,江    苏,2824903.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3467,浙    江,2174143.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3468,安    徽,1169495.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3469,福    建,977277.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3470,江    西,811961.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3471,山    东,2636294.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3472,河    南,1564430.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3473,湖    北,1826660.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3474,湖    南,1320195.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3475,广    东,3775337.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3476,广    西,828034.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3477,海    南,216260.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3478,重    庆,1129225.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3479,四    川,2062783.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3480,贵    州,552232.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3481,云    南,735821.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3482,西    藏,41524.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3483,陕    西,940654.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3484,甘    肃,483463.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3485,青    海,154792.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3486,宁    夏,172111.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3487,新    疆,613905.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,小计
3488,全    国,18844970.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3489,北    京,632336.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3490,天    津,413375.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3491,河    北,685774.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3492,山    西,446684.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3493,内 蒙 古,354527.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3494,辽    宁,1118628.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3495,吉    林,430316.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3496,黑 龙 江,656965.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3497,上    海,677235.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3498,江    苏,1388871.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3499,浙    江,1102646.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3500,安    徽,568860.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3501,福    建,483478.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3502,江    西,407009.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3503,山    东,1300320.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3504,河    南,765238.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3505,湖    北,912642.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3506,湖    南,655815.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3507,广    东,1938767.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3508,广    西,400441.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3509,海    南,111043.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3510,重    庆,544593.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3511,四    川,998480.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3512,贵    州,269272.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3513,云    南,363767.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3514,西    藏,22993.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3515,陕    西,473583.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3516,甘    肃,240803.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3517,青    海,79080.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3518,宁    夏,85103.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3519,新    疆,316326.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,男
3520,全    国,19043287.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3521,北    京,628329.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3522,天    津,400510.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3523,河    北,711155.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3524,山    西,430306.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3525,内 蒙 古,351751.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3526,辽    宁,1147722.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3527,吉    林,451260.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3528,黑 龙 江,669964.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3529,上    海,669921.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3530,江    苏,1436032.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3531,浙    江,1071497.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3532,安    徽,600635.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3533,福    建,493799.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3534,江    西,404952.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3535,山    东,1335974.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3536,河    南,799192.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3537,湖    北,914018.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3538,湖    南,664380.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3539,广    东,1836570.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3540,广    西,427593.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3541,海    南,105217.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3542,重    庆,584632.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3543,四    川,1064303.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3544,贵    州,282960.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3545,云    南,372054.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3546,西    藏,18531.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3547,陕    西,467071.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3548,甘    肃,242660.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3549,青    海,75712.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3550,宁    夏,87008.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3551,新    疆,297579.0,1-5a  各地区分年龄、性别的人口(城市),55-59岁,女
3552,全    国,27440811.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3553,北    京,1106124.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3554,天    津,761694.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3555,河    北,1136951.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3556,山    西,665414.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3557,内 蒙 古,525105.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3558,辽    宁,1982379.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3559,吉    林,709824.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3560,黑 龙 江,1037109.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3561,上    海,1457747.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3562,江    苏,1973554.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3563,浙    江,1498332.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3564,安    徽,614557.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3565,福    建,685146.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3566,江    西,593627.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3567,山    东,1963182.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3568,河    南,1084459.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3569,湖    北,1258630.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3570,湖    南,820912.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3571,广    东,2399126.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3572,广    西,565594.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3573,海    南,136292.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3574,重    庆,722320.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3575,四    川,1306945.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3576,贵    州,346508.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3577,云    南,459892.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3578,西    藏,23559.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3579,陕    西,744423.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3580,甘    肃,300675.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3581,青    海,84627.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3582,宁    夏,112281.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3583,新    疆,363823.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,小计
3584,全    国,13477770.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3585,北    京,532970.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3586,天    津,376217.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3587,河    北,557067.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3588,山    西,339489.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3589,内 蒙 古,260714.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3590,辽    宁,961846.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3591,吉    林,338918.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3592,黑 龙 江,500982.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3593,上    海,712666.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3594,江    苏,976253.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3595,浙    江,750896.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3596,安    徽,309688.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3597,福    建,335442.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3598,江    西,296038.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3599,山    东,956893.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3600,河    南,527953.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3601,湖    北,617868.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3602,湖    南,406349.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3603,广    东,1176107.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3604,广    西,270505.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3605,海    南,68558.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3606,重    庆,358373.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3607,四    川,640922.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3608,贵    州,168574.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3609,云    南,223841.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3610,西    藏,12145.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3611,陕    西,367714.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3612,甘    肃,149442.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3613,青    海,42938.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3614,宁    夏,55336.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3615,新    疆,185066.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,男
3616,全    国,13963041.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3617,北    京,573154.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3618,天    津,385477.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3619,河    北,579884.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3620,山    西,325925.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3621,内 蒙 古,264391.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3622,辽    宁,1020533.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3623,吉    林,370906.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3624,黑 龙 江,536127.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3625,上    海,745081.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3626,江    苏,997301.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3627,浙    江,747436.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3628,安    徽,304869.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3629,福    建,349704.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3630,江    西,297589.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3631,山    东,1006289.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3632,河    南,556506.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3633,湖    北,640762.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3634,湖    南,414563.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3635,广    东,1223019.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3636,广    西,295089.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3637,海    南,67734.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3638,重    庆,363947.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3639,四    川,666023.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3640,贵    州,177934.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3641,云    南,236051.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3642,西    藏,11414.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3643,陕    西,376709.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3644,甘    肃,151233.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3645,青    海,41689.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3646,宁    夏,56945.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3647,新    疆,178757.0,1-5a  各地区分年龄、性别的人口(城市),60-64岁,女
3648,全    国,24764064.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3649,北    京,955109.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3650,天    津,659783.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3651,河    北,1051596.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3652,山    西,515297.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3653,内 蒙 古,398184.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3654,辽    宁,1645547.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3655,吉    林,615459.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3656,黑 龙 江,861067.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3657,上    海,1340887.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3658,江    苏,1914598.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3659,浙    江,1275890.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3660,安    徽,674590.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3661,福    建,570308.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3662,江    西,502088.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3663,山    东,1803259.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3664,河    南,1036166.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3665,湖    北,1144971.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3666,湖    南,802472.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3667,广    东,2012454.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3668,广    西,512611.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3669,海    南,115653.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3670,重    庆,816079.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3671,四    川,1444281.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3672,贵    州,307372.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3673,云    南,439134.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3674,西    藏,16980.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3675,陕    西,606792.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3676,甘    肃,280906.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3677,青    海,69079.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3678,宁    夏,102254.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3679,新    疆,273198.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,小计
3680,全    国,11839355.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3681,北    京,449515.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3682,天    津,317250.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3683,河    北,501433.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3684,山    西,254470.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3685,内 蒙 古,188884.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3686,辽    宁,779090.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3687,吉    林,284142.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3688,黑 龙 江,401624.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3689,上    海,655021.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3690,江    苏,931209.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3691,浙    江,625628.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3692,安    徽,324538.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3693,福    建,272419.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3694,江    西,244273.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3695,山    东,851522.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3696,河    南,491385.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3697,湖    北,549500.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3698,湖    南,389141.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3699,广    东,952748.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3700,广    西,244387.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3701,海    南,56376.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3702,重    庆,389838.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3703,四    川,678705.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3704,贵    州,141338.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3705,云    南,211265.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3706,西    藏,8965.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3707,陕    西,292528.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3708,甘    肃,138351.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3709,青    海,33604.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3710,宁    夏,48554.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3711,新    疆,131652.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,男
3712,全    国,12924709.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3713,北    京,505594.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3714,天    津,342533.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3715,河    北,550163.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3716,山    西,260827.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
